Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value,data_entry_by,upload_ts,notes,ref_date
Mozambique,MOZ,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,33.767102801243,,2026-04-02 02:44:51.524768,,Jan 2012
Mozambique,MOZ,1991,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,874692152.194342,,2026-04-02 02:44:51.524768,,01/01/1991
mozambique,MOZ,1997,GDP per capita (constant LCU),NY.GDP.PCAP.KN,13004.6691141029,,2026-04-02 02:44:51.524768,,1997-01-01
Mozambique,MOZ,2024,GNI (constant 2015 US$),NY.GNP.MKTP.KD,19686150894.4512,bot,2026-04-02 02:44:51.524768,,2024-01-01
Mozambique,MOZ,2014,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,751068520200.0,USER_6,2026-04-02 02:44:51.524768,,01/01/2014
MOZAMBIQUE,MOZ,2015,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,28.2882363114081,,2026-04-02 02:44:51.524768,,2015-01-01
MOZAMBIQUE,MOz,2013,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.8389126981393,bot,2026-04-02 02:44:51.524768,,2013
Mozambique,MOZ,2003,GDP per capita (constant LCU),NY.GDP.PCAP.KN,18756.9662562411,bot,2026-04-02 02:44:51.524768,,01/01/2003
Mozambique,MOZ,2021,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,46205728911.2947,,2026-04-02 02:44:51.524768,,2021-01-01
Mozambique,MOZ,2004,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,19962736.1106452,admin,2026-04-02 02:44:51.524768,,01/01/2004
Mozambique,MOZ,2009,"ODA aid disbursements for Social mitigation of HIV/AIDS, DAC donors (current US$)",DT.ODA.DACD.HIV.MITI.CD,4808478.0,,2026-04-02 02:44:51.524768,,01/01/2009
Mozambique,MOZ,2017,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,564162753899.998,bot,2026-04-02 02:44:51.524768,,Jan 2017
Mozambique,MOZ,2002,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,156578313.854378,admin,2026-04-02 02:44:51.524768,,2002-01-01
Mozambique,MOZ,2016rM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.09486075044576,USER_7,2026-04-02 02:44:51.524768,,Jan 2016
Mozambique,MOZ,2013,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,687824541000.0,admin,2026-04-02 02:44:51.524768,,2013
Mozambique,MOZ,2018,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.69260322872748,bot,2026-04-02 02:44:51.524768,,2018
Mozambique,MOZ,2010,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,581722268341.523,USER_6,2026-04-02 02:44:51.524768,,2010-01-01
Mozambique,MOZ,1991,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,-154348800.0,,2026-04-02 02:44:51.524768,,1991-01-01
mozambique,MOZ,2016,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.69699024225795,,2026-04-02 02:44:51.524768,,01/01/2016
Mozambique,MOz,1982,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,0.03777,,2026-04-02 02:44:51.524768,,01/01/1982
Mozambique,MOZ,2007,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,281330.0,admin,2026-04-02 02:44:51.524768,,01/01/2007
Mozambique,MOZ,1995,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,26646564699.9999,,2026-04-02 02:44:51.524768,,1995
Mozambique,MOZ,2023,Gross national expenditure (current US$),NE.DAB.TOTL.CD,24023686284.2502,bot,2026-04-02 02:44:51.524768,,2023
Mozambique,MOZ,2009,GDP (constant LCU),NY.GDP.MKTP.KN,,bot,2026-04-02 02:44:51.524768,,2009
Mozambique,MOZ,1994,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,200.0,,2026-04-02 02:44:51.524768,,1994-01-01
Mozambique,MOZ,2019,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,5.8614708713542,admin,2026-04-02 02:44:51.524768,,2019-01-01
  Mozambique  ,MOZ,2002,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,32032924800.0,admin,2026-04-02 02:44:51.524768,,Jan 2002
Mozambique,MOZ,2015,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55075967356746,admin,2026-04-02 02:44:51.524768,,2015
Mozambique,MOZ,2014,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,,bot,2026-04-02 02:44:51.524768,,01/01/2014
Mozambique,MOZ,2005,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,58891885.4418847,USER_0,2026-04-02 02:44:51.524768,,2005
Mozambique,MOz,1996,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,344062454.704414,,2026-04-02 02:44:51.524768,,1996-01-01
Mozambique,MOZ,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.2529090836336,bot,2026-04-02 02:44:51.524768,,2013
Mozambique,MOZ,2006,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,6802041795.64729,,2026-04-02 02:44:51.524768,,Jan 2006
Mozambique,MOZ,2009,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4895152160.56224,admin,2026-04-02 02:44:51.524768,,01/01/2009
Mozambique,MOZ,2018,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,12.4353813201372,bot,2026-04-02 02:44:51.524768,,2018
MOZAMBIQUE,MOZ,1998,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,58.2852439867045,,2026-04-02 02:44:51.524768,,01/01/1998
Mozambique,moz,2017,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1282.74965991801,USER_7,2026-04-02 02:44:51.524768,,01/01/2017
  Mozambique  ,MOZ,2024,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,#VALUE!,admin,2026-04-02 02:44:51.524768,,2024-01-01
Mozambique,MOZ,2018,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,34.3993634730154,,2026-04-02 02:44:51.524768,,01/01/2018
Mozambique,MOZ,1968,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,26.7006802721088,admin,2026-04-02 02:44:51.524768,,1968
Mozambique,M0Z,2017,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,144692759.445048,,2026-04-02 02:44:51.524768,,2017
Mozambique,MOZ,2010,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,46.4980980243579,,2026-04-02 02:44:51.524768,,Jan 2010
Mozambique,MOZ,2001,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,75.0096030655392,admin,2026-04-02 02:44:51.524768,,2001
Mozambique,MOZ,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7951655998.82327,bot,2026-04-02 02:44:51.524768,,01/01/2014
Mozambique,MOZ,1996,GNI per capita (current LCU),NY.GNP.PCAP.CN,2696.48491312404,bot,2026-04-02 02:44:51.524768,,01/01/1996
Mozambique,MOZ,2007,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,17377367.78,USER_1,2026-04-02 02:44:51.524768,,2007
Mozambique,MOZ,1994,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,2449527257.03426,USER_1,2026-04-02 02:44:51.524768,,1994-01-01
Mozambique,MOZ,2001,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,50879135404.0387,USER_5,2026-04-02 02:44:51.524768,,2001-01-01
Mozambique,MOZ,2011,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,2026-04-02 02:44:51.524768,,01/01/2011
Mozambique,Moz,1991,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,13927575401.6967,USER_5,2026-04-02 02:44:51.524768,,1991-01-01
Mozambique,MOZ,2004,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,377.064958084878,,2026-04-02 02:44:51.524768,,2004
Mozambique,MOZ,1994,"Services, value added (current US$)",NV.SRV.TOTL.CD,1510706824.1781,,2026-04-02 02:44:51.524768,,01/01/1994
Mozambique,MOz,2003,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,139365300600.0,bot,2026-04-02 02:44:51.524768,,2003
Mozambique,MOZ,2003,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,88558255632.3984,bot,2026-04-02 02:44:51.524768,,Jan 2003
Mozambique,MOZ,2013,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,-3.07463430745142,,2026-04-02 02:44:51.524768,,2013
  Mozambique  ,MOZ,2016,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,23999128.3326378,USER_7,2026-04-02 02:44:51.524768,,01/01/2016
Mozambique,MOZ,2017,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,821261420400.0,bot,2026-04-02 02:44:51.524768,,2017
Mozambique,MOZ,2011,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7752211162.94431,bot,2026-04-02 02:44:51.524768,,2011-01-01
Mozambique,MOZ,2004,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,673.345717268781,USER_0,2026-04-02 02:44:51.524768,,01/01/2004
Mozambique,MOZ,2024,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,73.9253618585884,bot,2026-04-02 02:44:51.524768,,Jan 2024
Mozambique,MOZ,1996,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.5217857542613,admin,2026-04-02 02:44:51.524768,,Jan 1996
Mozambique,MOZ,2017,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,81779672.5671311,USER_8,2026-04-02 02:44:51.524768,,2017
Mozambique,MOZ,1972,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,3.78366347651903,bot,2026-04-02 02:44:51.524768,,01/01/1972
Mozambique,MOZ,2019,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,,bot,2026-04-02 02:44:51.524768,,2019-01-01
Mozambique,MOZ,2014,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4998799334.35621,admin,2026-04-02 02:44:51.524768,,2014-01-01
Mozambique,MOZ,2004,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,7577986030.38574,admin,2026-04-02 02:44:51.524768,,Jan 2004
Mozambique,MOZ,1997,Gross national expenditure (current US$),NE.DAB.TOTL.CD,5938096247.93273,bot,2026-04-02 02:44:51.524768,,1997
Mozambique,MOZ,2010,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-16222101758.4768,admin,2026-04-02 02:44:51.524768,,Jan 2010
Mozambique,Moz,2000,GDP (constant LCU),NY.GDP.MKTP.KN,274119156100.0,,2026-04-02 02:44:51.524768,,01/01/2000
Mozambique,MOZ,1994,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,24599954300.0,USER_1,2026-04-02 02:44:51.524768,,Jan 1994
Mozambique,MOZ,2022,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,16.2116042315025,,2026-04-02 02:44:51.524768,,2022-01-01
Mozambique,MOZ,2004,GNI (current LCU),NY.GNP.MKTP.CN,175362466100.0,bot,2026-04-02 02:44:51.524768,,01/01/2004
Mozambique,MOZ,2009,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,65747044.0916402,bot,2026-04-02 02:44:51.524768,,2009
Mozambique,MOZ,1992,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,-8.22732166859433,bot,2026-04-02 02:44:51.524768,,01/01/1992
Mozambique,MOZ,2011,GNI (current US$),NY.GNP.MKTP.CD,,,2026-04-02 02:44:51.524768,,2011-01-01
Mozambique,MOZ,2024,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,missing,admin,2026-04-02 02:44:51.524768,,01/01/2024
Mozambique,MOZ,1983,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-17.4416877347159,bot,2026-04-02 02:44:51.524768,,1983-01-01
Mozambique,MOZ,2004,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-1532110450.64946,USER_4,2026-04-02 02:44:51.524768,,2004
Mozambique,MOZ,2003,GDP per capita (current LCU),NY.GDP.PCAP.CN,,USER_3,2026-04-02 02:44:51.524768,,2003
Mozambique,MOZ,2013,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,57592001100.0,USER_7,2026-04-02 02:44:51.524768,,2013
Mozambique,MOZ,2010,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,412560006400.0,bot,2026-04-02 02:44:51.524768,,Jan 2010
Mozambique,Moz,2018,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,45.9807658182121,bot,2026-04-02 02:44:51.524768,,2018
Mozambique,moz,1991,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,N/A,admin,2026-04-02 02:44:51.524768,,01/01/1991
Mozambique,MOZ,2021,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.40847652975692,admin,2026-04-02 02:44:51.524768,,Jan 2021
Mozambique,MOZ,1992,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,2742299827.46247,,2026-04-02 02:44:51.524768,,1992
Mozambique,MOZ,2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.92897187460815,USER_4,2026-04-02 02:44:51.524768,,2009-01-01
Mozambique,MOZ,1998,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,,admin,2026-04-02 02:44:51.524768,,1998
Mozambique,MOZ,1993,GDP (constant LCU),NY.GDP.MKTP.KN,163835640400.0,bot,2026-04-02 02:44:51.524768,,01/01/1993
Mozambique,MOZ,2019,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,-0.261913139944411,USER_5,2026-04-02 02:44:51.524768,,2019-01-01
Mozambique,MOZ,1993,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1176957031.25,bot,2026-04-02 02:44:51.524768,,01/01/1993
mozambique,MOZ,1990,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,25399999.62,bot,2026-04-02 02:44:51.524768,,1990
Mozambique,Moz,2019,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,3705728651.47341,,2026-04-02 02:44:51.524768,,2019
Mozambique,MOZ,2006,"ODA aid disbursements for STD control including HIV/AIDS, DAC donors (current US$)",DT.ODA.DACD.HIV.CNTRL.CD,80465261.0,,2026-04-02 02:44:51.524768,,01/01/2006
Mozambique,MOZ,2020,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1411.62040229911,,2026-04-02 02:44:51.524768,,2020
Mozambique,MOZ,2012,GNI (current LCU),NY.GNP.MKTP.CN,471350383100.0,USER_4,2026-04-02 02:44:51.524768,,2012-01-01
Mozambique,MOZ,2010,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2712929514.36964,admin,2026-04-02 02:44:51.524768,,Jan 2010
Mozambique,MOZ,1998,Total reserves minus gold (current US$),FI.RES.XGLD.CD,608498397.656015,,2026-04-02 02:44:51.524768,,Jan 1998
Mozambique,MOZ,2023,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,39.0646890934133,bot,2026-04-02 02:44:51.524768,,2023-01-01
Mozambique,MOZ,2024,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9759889100.52365,,2026-04-02 02:44:51.524768,,01/01/2024
Mozambique,MOZ,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,785177358.32137,admin,2026-04-02 02:44:51.524768,,01/01/2007
  Mozambique  ,MOZ,1998,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,770253953.338825,bot,2026-04-02 02:44:51.524768,,01/01/1998
Mozambique,MOZ,1999,Gross national expenditure (current US$),NE.DAB.TOTL.CD,8029970195.17324,USER_2,2026-04-02 02:44:51.524768,,1999
Mozambique,MOZ,2013,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,11391599933.3447,admin,2026-04-02 02:44:51.524768,,01/01/2013
Mozambique,MOZ,1993,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,541836110.136721,admin,2026-04-02 02:44:51.524768,,1993-01-01
Mozambique,MOZ,1993,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,11.1693959643442,,2026-04-02 02:44:51.524768,,01/01/1993
Mozambique,MOZ,2008,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,8282628395.60363,USER_4,2026-04-02 02:44:51.524768,,Jan 2008
Mozambique,MOZ,1992,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.589173341221767,admin,2026-04-02 02:44:51.524768,,Jan 1992
Mozambique,MOZ,2013,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0.0,,2026-04-02 02:44:51.524768,,01/01/2013
Mozambique,MOZ,2010,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,16.8464577273852,admin,2026-04-02 02:44:51.524768,,Jan 2010
Mozambique,MOZ,2022,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,946761139600.0,USER_7,2026-04-02 02:44:51.524768,,Jan 2022
Mozambique,MZO,2021,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,,admin,2026-04-02 02:44:51.524768,,2021-01-01
Mozambique,MOZ,2003,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,,admin,2026-04-02 02:44:51.524768,,Jan 2003
Mozambique,MOZ,2023,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,15401899930.1349,bot,2026-04-02 02:44:51.524768,,Jan 2023
mozambique,MOZ,2008,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,60116537.1381473,USER_6,2026-04-02 02:44:51.524768,,Jan 2008
Mozambique,MOZ,2010,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3351471802.24651,,2026-04-02 02:44:51.524768,,01/01/2010
  Mozambique  ,MOZ,1993,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,6.79862413750914,admin,2026-04-02 02:44:51.524768,,1993
Mozambique,MOZ,1985,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,959417029.574346,admin,2026-04-02 02:44:51.524768,,1985-01-01
Mozambique,MOZ,1993,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,5163211988.5,,2026-04-02 02:44:51.524768,,1993-01-01
Mozambique,MOZ,2009,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,34663169.195,USER_4,2026-04-02 02:44:51.524768,,01/01/2009
Mozambique,MOZ,2012,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.9942902217798,bot,2026-04-02 02:44:51.524768,,2012-01-01
Mozambique,MOZ,2011,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,8001310842.40294,,2026-04-02 02:44:51.524768,,2011
mozambique,MOZ,1998,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,10.5171602464152,bot,2026-04-02 02:44:51.524768,,1998
Mozambique,MOZ,2018,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-639217974.164189,,2026-04-02 02:44:51.524768,,Jan 2018
Mozambique,MZO,1983,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,bot,2026-04-02 02:44:51.524768,,Jan 1983
Mozambique,MOZ,2020,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,bot,2026-04-02 02:44:51.524768,,2020-01-01
Mozambique,MOZ,2016,Gross national expenditure (current US$),NE.DAB.TOTL.CD,,bot,2026-04-02 02:44:51.524768,,01/01/2016
Mozambique,MOZ,2010,"Private capital flows, total (% of GDP)",BN.KLT.PRVT.GD.ZS,10.7330173374374,,2026-04-02 02:44:51.524768,,2010
Mozambique,MOZ,1999,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,10.0242130937456,,2026-04-02 02:44:51.524768,,1999
Mozambique,MOZ,2005,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,2026-04-02 02:44:51.524768,,01/01/2005
Mozambique,MOZ,2008,GNI per capita (constant LCU),NY.GNP.PCAP.KN,23874.9021721763,,2026-04-02 02:44:51.524768,,2008
Mozambique,MOZ,1998,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,30022818000.0,bot,2026-04-02 02:44:51.524768,,1998
Mozambique,MOZ,2016,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.03989046028184,USER_2,2026-04-02 02:44:51.524768,,01/01/2016
MOZAMBIQUE,MOZ,2022,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-33.7160091783462,,2026-04-02 02:44:51.524768,,2022
Mozambique,MOZ,2007,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,-5537148445.22855,USER_3,2026-04-02 02:44:51.524768,,2007-01-01
Mozambique,MOZ,2015,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,-61393076.9857423,admin,2026-04-02 02:44:51.524768,,01/01/2015
Mozambique,MOZ,1986,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,23000000.0,,2026-04-02 02:44:51.524768,,1986
Mozambique,MOZ,2002,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,2026-04-02 02:44:51.524768,,2002-01-01
Mozambique,MOZ,1988,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4121792888.9,,2026-04-02 02:44:51.524768,,1988-01-01
Mozambique,MOZ,1993,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,admin,2026-04-02 02:44:51.524768,,1993-01-01
MOZAMBIQUE,MOZ,2018,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,bot,2026-04-02 02:44:51.524768,,2018
Mozambique,MOZ,2013,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,1245306102.06024,bot,2026-04-02 02:44:51.524768,,2013
Mozambique,M0Z,2021,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,6526359197.25198,,2026-04-02 02:44:51.524768,,2021-01-01
Mozambique,moz,2010,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.195521262122,,2026-04-02 02:44:51.524768,,2010
Mozambique,MOZ,2009,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,16.9792485773207,,2026-04-02 02:44:51.524768,,2009
Mozambique,M0Z,1995,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,1518163500.0,,2026-04-02 02:44:51.524768,,1995
Mozambique,MOZ,2009,"Exports of goods, services, income and workers' remittances (BoP, current US$)",BX.GSR.INCL.CD,2940590064.5151,admin,2026-04-02 02:44:51.524768,,2009
Mozambique,MOz,1991,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,28.423461344061,bot,2026-04-02 02:44:51.524768,,01/01/1991
Mozambique,MOZ,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,208523984.847036,bot,2026-04-02 02:44:51.524768,,2012
Mozambique,MOZ,1994,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,2456152400.0,USER_2,2026-04-02 02:44:51.524768,,1994-01-01
Mozambique,MOZ,2011,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.4060839527514,bot,2026-04-02 02:44:51.524768,,01/01/2011
Mozambique,MOZ,2013,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-9183386129.55553,,2026-04-02 02:44:51.524768,,Jan 2013
Mozambique,MOZ,1996,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,2026-04-02 02:44:51.524768,,Jan 1996
Mozambique,MOZ,2018,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,65.8374777856973,bot,2026-04-02 02:44:51.524768,,2018
Mozambique,MOZ,2016,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2180191875.65777,,2026-04-02 02:44:51.524768,,2016
Mozambique,MOZ,2014,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,4689585196.01254,bot,2026-04-02 02:44:51.524768,,2014-01-01
Mozambique,MOZ,2077,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,4.01395108745939,,2026-04-02 02:44:51.524768,,
Mozambique,MOZ,1967,Net official development assistance received (current US$),DT.ODA.ODAT.CD,18030000.6866455,USER_5,2026-04-02 02:44:51.524768,,Jan 1967
Mozambique,MOZ,2010,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,3415544867.6404,USER_9,2026-04-02 02:44:51.524768,,2010-01-01
  Mozambique  ,MOZ,2005,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.396348050292783,USER_8,2026-04-02 02:44:51.524768,,01/01/2005
Mozambique,MOZ,2022,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,3.72743518956662,,2026-04-02 02:44:51.524768,,01/01/2022
MOZAMBIQUE,MOZ,1970,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,28.9183222958057,bot,2026-04-02 02:44:51.524768,,1970-01-01
Mozambique,MOZ,2004,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-171443492.089908,,2026-04-02 02:44:51.524768,,Jan 2004
Mozambique,MOZ,1991,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.481389425861,,2026-04-02 02:44:51.524768,,1991
Mozambique,Moz,2014,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,,,2026-04-02 02:44:51.524768,,Jan 2014
Mozambique,MOZ,2003,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",NE.CON.PRVT.PP.KD,13227094343.006,USER_3,2026-04-02 02:44:51.524768,,2003-01-01
Mozambique,MOZ,1999,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,118.836795216164,,2026-04-02 02:44:51.524768,,1999
  Mozambique  ,MOZ,2015,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.38,,2026-04-02 02:44:51.524768,,01/01/2015
Mozambique,MOZ,2017,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.9228257681758,,2026-04-02 02:44:51.524768,,2017-01-01
Mozambique,MOZ,1997,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,44.9046143413079,USER_3,2026-04-02 02:44:51.524768,,1997
  Mozambique  ,MOZ,2023,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,n.a.,admin,2026-04-02 02:44:51.524768,,2023
Mozambique,M0Z,2000,Gross capital formation (current LCU),NE.GDI.TOTL.CN,37144174300.0,,2026-04-02 02:44:51.524768,,Jan 2000
Mozambique,MOZ,2013,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,5.30792173444526,,2026-04-02 02:44:51.524768,,Jan 2013
Mozambique,MOZ,2010,"ODA aid disbursements for Social mitigation of HIV/AIDS, DAC donors (current US$)",DT.ODA.DACD.HIV.MITI.CD,,admin,2026-04-02 02:44:51.524768,,01/01/2010
